,spa_text,gum_text,origin,origin_details
93,"Dichosos los afligidos, porque Dios los consolará.","Mayanguen tab gúilø gøn cha, tru truba isuig kishibelaimbe. Kaguende Tiusbe nømun chi isui inchimønrrai tab gøbigwan tranrrun cha.",bible,Mateo 5 - 4
94,"Dichosos los humildes, porque heredarán la tierra.","Mayanguen tab gúilø gøn cha, tru larrø tammayelø lata lata inchimeelaimbe. Kaguende nømbe tru pirøwan Tius trannrrab misrigwan ketig utønrrun cha.",bible,Mateo 5 - 5
95,"Dichosos los que tienen hambre y sed de hacer la voluntad de Dios, porque Dios los saciará.","Mayanguen tab gúilø gøn cha, tru sølgandø tabigwan kan parøgwaig mørøb lataig, pi mulgwaig mørøb lataig inchibelaimbe. Kaguende maig isua palai melaigwan Tiusbe nømun nørrø traniilø gønrrun cha.",bible,Mateo 5 - 6
96,"Dichosos los misericordiosos, porque Dios tendrá misericordia de ellos.","Mayanguen tab gúilø gøn cha, katøganelan lastima ashibelaimbe. Kaguende nømungucha Tiusbe treetøwei lastima ashib tøgagønrrun cha.",bible,Mateo 5 - 7
97,"Dichosos los limpios de corazón, porque ellos verán a Dios.","Mayanguen tab gúilø gøn cha, chi kaig isumø manrrømera chishig tøgarweimbe. Kaguende nømbe Tiuswan ashchun cha.",bible,Mateo 5 - 8
98,"Dichosos los que construyen la paz, porque Dios los llamará sus hijos.","Mayanguen tab gúilø gøn cha, tru ambugurri igurri tab gømigwan lab marøbelaimbe. Kaguende truilane Tiusbe ‘nai ureg køn’ chinrrun cha.",bible,Mateo 5 - 9
99,"Dichosos los perseguidos por hacer la voluntad de Dios, porque de ellos es el reino de los cielos.","Mayanguen tab gúilø gøn cha, tru Tius mandø martrai miaigwan marikkurri kaig martraindinab kaig nebui melabelaimbe. Kaguende srømbalasrø Tius nø ashib karub waibe nømuin gøn cha.",bible,Mateo 5 - 10
100,"Dichosos serán ustedes cuando los injurien y los persigan, y digan contra ustedes toda clase de calumnias por causa mía.","'Ñimbe mayanguen tab gúilø gøn cha, nagurrindø misaamera tsalø waminab, kaig marinab, katø ñimun chine, chine isa wamindinab melabelaimbe.",bible,Mateo 5 - 11
101,"Alégrense y regocíjense, porque será grande su recompensa en los cielos, pues así persiguieron a los profetas que vivieron antes que ustedes.","Pøs truba kasraarab tab gúi møray cha. Kaguende srømbalasrømbe truba rruba nuig ketig utamig tøgagønrrun cha. Ñimguen kømøwatøsrøwei tru Tius maig karuigwan eshkabelan øyeetøwei kaig marig købig køn cha, trenchibig køn Jesúsbe.",bible,Mateo 5 - 12
102,"Ustedes son la sal de la tierra; pero si la sal pierde su sabor, ¿con qué se salará? Ya no sirve para nada, sino para tirarla fuera y que la pisen los hombres.","'Ñimbe yu pirau tre latailø gøn. Inchendø yandø tre larrmíig misrabe, ¿katøbe chincha gúi larrøbig misriasamø? Yandø mas chiweingucha larrmíig misrene, wambig petøben, misaamerabe itøbunan, chibig køn.",bible,Mateo 5 - 13
103,Ustedes son la luz del mundo. No puede ocultarse una ciudad situada en la cima de una montaña.,'Ñimbe yu pirauelayasig tør latailø gøn. Kan ciudama tun balasrø pasrabiibe trubønrrab gaiman cha.,bible,Mateo 5 - 14
104,"Tampoco se enciende una lámpara de aceite para cubrirla con una vasija de barro; sino que se pone sobre el candelero, para que alumbre a todos los que están en la casa.","Katø kan aceite lámparan chigucha piløgøppe, køtsø umbu basrtrab piløgømøn cha. Treeg kømøtø, masken pala basrene, mayeelan yau purrabelan pilan chibig køn.",bible,Mateo 5 - 15
105,"Brille su luz delante de los hombres de modo que, al ver sus buenas obras, den gloria a su Padre que está en los cielos.","Øyeetøwei ñimgucha misaamerai merrab ñimui tør pilønrrai inday chibig køn, ñimui tabig mariilan asha, nømbe ñimui Møskai srømbalasrø wabigwan truba tabig waminchain cha.",bible,Mateo 5 - 16
106,"No piensen que he venido a abolir las enseñanzas de la ley y los profetas; no he venido a abolirlas, sino a llevarlas hasta sus últimas consecuencias.","'Nabe arruppe, maig maramigwan martrai Moisés pørigwanba, Tius maig karuigwan eshkabelø kusrenaniilanba na patsøgønrrab arritamab isumøtay chibig køn. Nabe treeg kømøtø, arruppe, tru Moisés pørigu maig chibig køben, trunun newan mara kørrømartrab arrig køn.",bible,Mateo 5 - 17
107,Porque les aseguro que mientras duren el cielo y la tierra la más pequeña letra de la ley estará vigente hasta que todo se cumpla.,"Pøs nabe ñimun cierton trendamønrrun: Srømbalaba, pirøba pønrrøbenbatøbe, tru maig maramigwan martrai Moisés pørigu maya lamøzhig pørig pønrrabeløguen pinappe, purainrraamøn cha, kerrigu tru pørigu maig taig nebumnegatig.",bible,Mateo 5 - 18
108,"Por eso, el que descuide uno de estos mandamientos más pequeños y enseñe a hacer lo mismo a los demás, será el más pequeño en el reino de los cielos. Pero el que los cumpla y enseñe, será grande en el reino de los cielos.","Inchawei møikkøben tru maig maramigwan martrai Moisés pøriiløyu karua pønsrailan møigu gøben maya lamøzhigwandøguen kalø marøb, katø misagwan treetøwei kalø martrai kusrenanøbiibe srømbalasrø Tius nø ashib karub waisrømbe truibe purø lamíig kui asig køn daig kønrrun. Trune møikkøben martrai karua pønsrailan marøb, katø treetøwei martrai kusrenanøbiibe, truibe si, srømbalasrø Tius nø ashib karub waisrømbe nuig kui asig kønrrun cha.",bible,Mateo 5 - 19
109,"Por eso les digo que si no son mejores que los maestros de la ley y los fariseos, ustedes no entrarán en el reino de los cielos.","'Inchawei nabe ñimune eshkar: Ñimui sølgandø marigwan tru Moisés pørigwan kusrenanøbeløba, fariseosmeraba marøb pønrrai lataitøguen gømø, katøguchi tabig marmuisruandøbe, srømbalasrø Tius nø ashib karub waisrømbe managuen kebamrraamøn cha.",bible,Mateo 5 - 20
110,Han oído que se dijo a nuestros antepasados: No matarás; y el que mate será llevado a juicio.,'Ñimbe mørøbelø gúinrrun ñimui merrabsreelane trendaigwan: “Kweechimøta cha. Møikkøben kweechibiibe kaigyu pasrønrrai pasrig kønrrun” cha.,bible,Mateo 5 - 21
111,"Pero yo les digo que todo el que se enoje con su hermano será llevado a juicio; el que lo llame estúpido será llevado a juicio ante el Consejo de Ancianos, y el que lo llame imbécil será condenado al fuego que no se apaga.","Trune nabe trendamønrrun: Møikkøben nui nunewan namig kørrømisrøbiibe kaigyu pasrønrrai pasrig kønrrun cha. Nunewan tsalø wamabigwane tru Setenteelø maig maramigwan asha marøbelø asha marig kønrrun cha. Inchen møikkøben nunewan trømbøig inchib: “Larrø gaig chugúi mørmíig køn” chib wamabiibe, tru kwamø nagu møra melamnug kegutsig kømigwan lab pasran cha.",bible,Mateo 5 - 22
112,"Así pues, si en el momento de llevar tu ofrenda al altar recuerdas que tu hermano tiene algo contra ti,","'Inchawei ñi Tiuswei tranamigwan altaryumay srua arrua, ñui nunewan ñi chigøben kaig mara tøgagúigwan ñi isuptinchabe,",bible,Mateo 5 - 23
113,deja allí tu ofrenda ante el altar y ve primero a reconciliarte con tu hermano; luego regresa y presenta tu ofrenda.,"tru ñi Tiuswan tranamigwan altaryu pasrøppa, ñui nuneeba tab gørrømisramigwanmerrig lanrrab yamig køn. Trugurrimbe si, altaryumay arrua, ñui tranamigwan tranø.",bible,Mateo 5 - 24
114,"Trata de ponerte de acuerdo con tu adversario mientras vas de camino con él; no sea que te entregue al juez, y el juez al guardia, y te metan en la cárcel.","'Møikkøben ñun kejawa, juezweimay merranene, tru kejabiiba mayu ib pasrappatø, tammay kørrømisrkun cha, petø wamindam lau, tru juezwei tasku tranmønrraimbe. Inchippa juezbe policíameran tranen, truiløbe ñun kailan keeri yau kegutsinamønrrappe.",bible,Mateo 5 - 25
115,Te aseguro que no saldrás de allí hasta que hayas pagado el último centavo.,"Pøs nabe ñimun cierton trendamønrrun: Truyugurri webinrrappe, maig pagaramigwan chishtø pagarawatøwei webinrrabguen cha.",bible,Mateo 5 - 26
116,Han oído que se dijo: No cometerás adulterio.,"'Merrabsrø øyah taigwan ñimbe mørøbelø gúinrrun: “Møikkøben kasharawaig købendø, peg ishuuba itølulamig kømøn”, daigwan.",bible,Mateo 5 - 27
117,Pero yo les digo que todo el que mira con malos deseos a una mujer ya ha cometido adulterio con ella en su corazón.,Trune nabe trendamønrrun: Møikkøben kan ishuwan trømbøig martrab isub chull ashibiibe nui manrraube yandø chabguen itølulig lataig kørrømisran cha.,bible,Mateo 5 - 28
118,"Por tanto, si tu ojo derecho es ocasión de pecado para ti, arráncatelo y arrójalo lejos de ti; te conviene más perder uno de tus miembros, que ser echado todo entero al fuego que no se apaga.","'Inchawei treekkurri ñui kusrmay gab kaig maringarua, kaigu ñun kebenøsrkøbene, wesrua, kuchi chibig køn. Trembe ñui asru kanbaløtø palab misrikken chi gømønrrun cha, tru møra melamnug asr ørøba kegutsig købgunrriibe.",bible,Mateo 5 - 29
119,"Y si tu mano derecha es ocasión de pecado para ti, córtatela y arrójala lejos de ti; te conviene más perder uno de tus miembros, que ser arrojado todo entero al fuego que no se apaga.","Ñui kusrmay tasig kaig maringarua, kaigu ñun kebenøsrkøbene, tasigwane para, guchi, chibig køn. Trembe ñui asru kanbaløtø palabikken chi gømønrrun cha, tru møra melamnug asr ørøba kegutsig købgunrriibe.",bible,Mateo 5 - 30
120,"También se dijo: El que se separe de su mujer, que le dé un acta de divorcio.","'Katø merrabsrømbe trendaig købig køn: “Møikkøben nui srawan kucha, tarømisrtrappe, kan kilga tarømisrtrab chibig mara, nun purøøramig køn” cha.",bible,Mateo 5 - 31
121,"Pero yo les digo que todo el que se separa de su mujer, salvo en caso de unión ilegítima, la expone a cometer adulterio; y el que se casa con una separada, comete adulterio.","Trune nabe trendamønrrun: Mu møøtøgucha nui srai, itølulmubendø, srawan kucha, tarømisrøbiibe, nui srawane itøluløb uñchai maran cha. Inchen mu møøtøgucha kan tarømisra ishuuba kasharabiibe nøgucha treetøwei itølulan cha.",bible,Mateo 5 - 32
122,"También han oído que se dijo a nuestros antepasados: No jurarás en falso, sino que cumplirás lo que prometiste al Señor con juramento.","'Katø ñimbe møriinrrun ñimui merrabsreelan øyah tailan ‘Señorwei merrab, ¡gatø! marmø gømø, nabe maramønrrun’ cha kørrømisrigwane wamindiitø gømø, maramig køn daigwan.",bible,Mateo 5 - 33
123,"Pero yo les digo que no juren en modo alguno; ni por el cielo, que es el trono de Dios","Inchendø nabe ñimun trendamønrrun: ‘¡gatø! marmø gømø, nabe maramønrrun’ chib mumaygucha ke treeg chimøtay cha. Srømbalawei merrab pasramisra ‘¡gatø! marmø gømø, nabe maramønrrun’ chimøtay cha. Kaguende srømbalabe Tius nø wamisra waig køn cha.",bible,Mateo 5 - 34
124,"ni por la tierra, que es el estrado de sus pies; ni por Jerusalén, que es la ciudad del gran rey.","Katø ñimbe pirøwei merrab pasramisra, ‘¡gatø! marmø gømø, nabe maramønrrun’ chimøtay cha. Kaguende pirøbe Tius itøbuna waig køn cha. Ni katø Jerusalénwei merrab chigucha treeg maramig kømøn. Kaguende truibe Tius, tru purø nu Reywei ciuda gøn.",bible,Mateo 5 - 35
125,"Ni siquiera jures por tu cabeza, porque no puedes cambiar de color ni uno solo de tus cabellos.","Ni katø ñimui turwan ‘¡gatø! marmø gømø, nabe maramønrrun’ chimøtay chibig køn. Kaguende ñimbe pusrugwan ni kandøguen puliig martrab gaimabwei, ni kandøguen yaliig martrab gaimabwei inchun cha.",bible,Mateo 5 - 36
126,"Que tu palabra sea sí, cuando es sí; y no, cuando es no. Lo que pasa de ahí, viene del maligno.","Inchen ñimbe martrappe: “Øø” damig køn. Inchen marmønrrappe: “Ka” tamig køn. Pøs yandø i trendaigyugurri mas nemarøb, ‘¡gatø! marmø gømø, nabe maramønrrun’ taibe nugwaimandzigweinukkurri arrubig køn.",bible,Mateo 5 - 37
127,Han oído que se dijo: Ojo por ojo y diente por diente.,"'Katø ñimbe merrabsrø trendaigwan mørøbelø gúinrrun: “Katøganui kabwan mindishibigwane nuin gabwangucha mindisamig køn”, daigwan. “Katøganui trugulwan lanchibigwane nuin rrugulwangucha landamig køn”, daigwan.",bible,Mateo 5 - 38
128,"Pero yo les digo que no enfrenten al que les hace mal; al contrario, a quien te abofetea en la mejilla derecha, preséntale también la otra","Trune nabe trendamønrrun: Møikkøben ñun kaig marene, lata inchimøta cha. Treeg kømøtø, møikkøben ñun kusrmay maløbøtø pashene, kandarømayigwangucha yul cha.",bible,Mateo 5 - 39
129,"al que te demande para quitarte la túnica, dale también el manto","Møikkøben kejawa kewagúigwan kerranrrab inchene, turiwangucha srua ibasingaru cha.",bible,Mateo 5 - 40
130,"y al que te pida que lo acompañes mil pasos, ve con él dos mil.","Møikkøben ñun nama, kan kilómetro chigøben niguingarubene, trube, pa kilómetro nig cha.",bible,Mateo 5 - 41
131,"Da a quien te pida, y no des la espalda al que te pide prestado.","Inchen møikkøben ñun chi miabigwane tranø cha. Møikkøben ‘pebrra’ cha, miabene, ‘ka’ chimø, peb cha.",bible,Mateo 5 - 42
132,Han oído que se dijo: Ama a tu prójimo y odia a tu enemigo.,"'Ñimbe katø merrabsrø trendaigwan mørig kuinrrun: “Ñui tab linchibigwane isua, undaaramig køn chippe. Ñun tsaliigwane ashig kømui indamig køn”, daigwan.",bible,Mateo 5 - 43
133,Pero yo les digo: Amen a sus enemigos y oren por quienes los persiguen.,Trune nabe ñimun trendamønrrun: Ñimun ashig kømui inchibelane undaaray cha. Inchen ñimun kaig martrabgøba inchibelaimbe nømuyasig Tiusba wamindamig køn cha.,bible,Mateo 5 - 44
134,"Así serán dignos hijos de su Padre del cielo, que hace salir el sol sobre buenos y malos, y manda la lluvia sobre justos e injustos.","Treeg marabe, ñimbe Møskai srømbalasrø wabigwei ureg kønrrabguen. Kaguende nøma nui nøsigwan kailaim bala lata, tabelaim bala lata pørr batingarub, katø sølgandø tabig marøbelaim bala lata, chi sølgandø tabig marmeelaim bala lata sre bunrrai ørøb inchibig køn cha.",bible,Mateo 5 - 45
135,"Porque, si aman a quienes los aman, ¿qué recompensa merecen? ¿No hacen también eso los que recaudan impuestos para Roma?","Kaguende ñimun undaarabelandø undaarawabe, ¿truburøbe chigúi utønrrague? ¿Romasreelayasig an utabeløguen treetøweimbe marøbelø gømuitarru?",bible,Mateo 5 - 46
136,Y si saludan sólo a sus hermanos ¿qué hacen de más? ¿No hacen lo mismo los paganos?,"Inchen ñimui nunelandø tab wamabiibe, ¿chigúi srøig peg marig kønrrautah? Kaguende ¿Tiuswan ashmeelø tru judíos kømø misaameraguen treetøweimbe marøbelø gømuitarru?",bible,Mateo 5 - 47
137,"Ustedes sean perfectos, como el Padre celestial es perfecto.","Ñimbe sølgandø newan tabelø guy, ñimui Møskai srømbalasrø wabig newan tabig køb lataitøweingue.",bible,Mateo 5 - 48
138,"Cuidado con practicar las buenas obras para ser vistos por la gente, porque entonces su Padre del cielo no los recompensará.","'Ñimui tabig mariilan misaamerai malau marmøtay, misaamera ka ashchaindø lataig. Ñim treeg marene, ñimui Møskai srømbalasrø wabiibe chigucha truburøbe tranrraamøn.",bible,Mateo 6 - 1
139,"Por eso, cuando des limosna, no vayas pregonándolo, como hacen los hipócritas en las sinagogas y en las calles, para que los alaben los hombres. Les aseguro que ya han recibido su recompensa.","Inchawei palai inchibelan ñi puruguppe, mayeelø wammørtrai waminchib kenamarmøta. Tru palatø tab inchibelø latawei judíosmera tulundzuni yamerayu, callesmerayu misaamera nømun tabig waminchai marøbelø lataig marmøta. Kaguende nabe ñimun cierton trendamønrrun: Yandø treeg marøbeløbe nømui truburø ketig utamigwane utabguen indan cha.",bible,Mateo 6 - 2
140,"Tú, cuando des limosna, que no sepa tu mano izquierda lo que hace tu derecha.","Inchen palai inchibelan ñi puruguppe, ñui kusrmay tasig marigwane atsimay tasig asha gønrrai marmøta.",bible,Mateo 6 - 3
141,"Así tu limosna quedará en secreto; y tu Padre, que ve en lo secreto, te recompensará.",Inchen ñi mun kenamarmøtø mariilan Tius ñui Møskai ashibiibe ñun truburø ketamigwan kettrun.,bible,Mateo 6 - 4
142,"Cuando oren, no sean como los hipócritas, a quienes les gusta orar de pie en las sinagogas y en las esquinas de las plazas para que los vea la gente. Les aseguro que ya han recibido su recompensa.","'Ñim Tiusba waminchib pønrrappe, tru palatø tab inchibelø lataig kømøtay. Truiløma judíosmera tulundzuni yamerayu gøben, plazayu ya tsøbmerasrøn gøben pønrramisra, Tiusba wamindamig chullelø gøn, misaamera ashchai. Nabe ñimun cierton trendamønrrun: Nømun misaamera tabig wamindiibe, truibe truburø ketig chabguen utabguen indan cha.",bible,Mateo 6 - 5
143,"Tú, cuando ores, entra en tu habitación, cierra la puerta y ora a tu Padre, que está en lo secreto; y tu Padre, que ve en lo secreto, te recompensará.","Trune ñibe Tiusba waminchappe, ñui kwartuyu kebya, yaskabwan kasra, ñui Møskai Tiusba waminchi cha, mu asiimíig truyu ñibatø pasrabigwan. Inchen ñi mun kenamarmøtø marigwan Tius ñui Møskai ashibiibe ñun truburø ketamigwan kettrun.",bible,Mateo 6 - 6
